dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
0626970,California,1,3,New Hope Elementary,185,161000,177,161000,187,167000,177,170000,2117000,160000,627000,2904000,0,0,0,2057000,472000,660000,3189000,0,0,0,2308000,276000,677000,3261000,0,0,0,3093000,529000,823000,4445000,37000,0,37000,31,20,-8,30
0627060,California,3,3,Newark Unified,5660,8288000,5501,11652000,5166,13819000,4946,15608000,32826000,4139000,46229000,83194000,0,1101000,1101000,35770000,10675000,48901000,95346000,0,1111000,1111000,36175000,11101000,51361000,98637000,0,1275000,1275000,46494000,5793000,56130000,108417000,577000,1067000,1644000,701,711,716,709
0627180,California,1,3,Newhall,6264,10574000,5918,12903000,5831,13284000,5925,14900000,45518000,2294000,29974000,77786000,0,1145000,1145000,42208000,6367000,31470000,80045000,0,1016000,1016000,48905000,6113000,33854000,88872000,0,1035000,1035000,63175000,9155000,39905000,112235000,149000,1333000,1482000,786,650,691,707
0627200,California,3,3,Newman-Crows Landing Unified,3205,3934000,3211,6716000,3139,7428000,3186,8946000,29645000,3524000,12293000,45462000,0,576000,576000,32831000,6752000,11536000,51119000,0,534000,534000,36568000,6956000,12682000,56206000,0,588000,588000,48996000,8702000,13935000,71633000,136000,712000,848000,371,366,368,422
0627240,California,3,3,Newport-Mesa Unified,20150,61894000,18315,61966000,17944,67855000,17727,74464000,40392000,15263000,309234000,364889000,12363000,4908000,17271000,49061000,29469000,319820000,398350000,13815000,4664000,18479000,79478000,33275000,336636000,449389000,15282000,4497000,19779000,90763000,35084000,373946000,499793000,17701000,5730000,23431000,2149,2482,2247,2322
0627450,California,1,3,Norris Elementary,4261,4383000,3916,4849000,3833,5134000,3878,6571000,40603000,1273000,15178000,57054000,0,771000,771000,37991000,2725000,15244000,55960000,114000,825000,939000,38653000,3689000,17654000,59996000,0,806000,806000,49504000,4330000,20783000,74617000,504000,834000,1338000,362,314,367,384
0627480,California,1,3,North County Joint Union Elementary,744,567000,728,574000,720,722000,743,864000,3990000,387000,4317000,8694000,0,128000,128000,4072000,924000,4402000,9398000,0,129000,129000,4484000,671000,4852000,10007000,0,132000,132000,6166000,738000,5767000,12671000,55000,169000,224000,83,74,81,77
0627590,California,3,3,North Monterey County Unified,4594,6877000,4582,7715000,4515,8919000,4482,11190000,41661000,6927000,24074000,72662000,0,817000,817000,49267000,14247000,25422000,88936000,0,883000,883000,48305000,11861000,27335000,87501000,0,751000,751000,64674000,10254000,31988000,106916000,165000,365000,530000,521,537,520,550
0627690,California,3,3,Norwalk-La Mirada Unified,16911,40175000,16186,42403000,15553,47939000,15382,54755000,191043000,19007000,75061000,285111000,9779000,4029000,13808000,188990000,39072000,83391000,311453000,11214000,3982000,15196000,213889000,33824000,81857000,329570000,12475000,3994000,16469000,257840000,52533000,97428000,407801000,15717000,4828000,20545000,2101,1964,2027,2093
0627720,California,3,3,Novato Unified,7523,12159000,7172,15686000,7119,16598000,7157,21257000,47443000,4450000,63125000,115018000,0,1706000,1706000,53443000,12029000,63464000,128936000,0,1802000,1802000,56524000,9593000,63761000,129878000,0,1490000,1490000,60726000,9066000,80735000,150527000,364000,2364000,2728000,896,802,852,870
0627750,California,1,3,Nuestro Elementary,190,5000,186,2000,185,3000,184,1000,1724000,83000,531000,2338000,0,0,0,1857000,221000,307000,2385000,0,35000,35000,1902000,154000,401000,2457000,0,37000,37000,2459000,92000,415000,2966000,18000,0,18000,19,-8,20,25
0627780,California,3,2,Nuview Union,2198,2148000,2156,2333000,2115,2552000,2160,2896000,24817000,1720000,5033000,31570000,0,281000,281000,25386000,3787000,4982000,34155000,0,230000,230000,28814000,3870000,5827000,38511000,0,273000,273000,37259000,3721000,8586000,49566000,98000,425000,523000,204,198,218,244
0627810,California,1,3,Oak Grove Elementary,9725,22009000,9344,24690000,8834,26125000,8596,27632000,69473000,6404000,62415000,138292000,0,1987000,1987000,74396000,12453000,57138000,143987000,0,2006000,2006000,82384000,14852000,57675000,154911000,0,2036000,2036000,98316000,17478000,77394000,193188000,549000,2353000,2902000,1319,1051,1051,1036
0627840,California,1,2,Oak Grove Union Elementary,875,523000,838,1536000,809,1515000,820,1843000,8841000,261000,4556000,13658000,0,150000,150000,9133000,643000,4352000,14128000,0,118000,118000,8332000,638000,5016000,13986000,0,117000,117000,11466000,654000,5078000,17198000,9000,130000,139000,86,82,69,86
0627850,California,3,3,Oak Park Unified,4526,3373000,4354,4157000,4309,3846000,4236,5198000,29033000,1150000,24273000,54456000,0,859000,859000,30619000,2877000,22137000,55633000,0,893000,893000,31745000,3583000,25437000,60765000,0,942000,942000,41737000,1907000,29491000,73135000,68000,950000,1018000,315,294,285,301
0627930,California,1,3,Oak View Union Elementary,395,138000,363,138000,371,140000,379,148000,3216000,238000,1029000,4483000,0,0,0,3320000,589000,1046000,4955000,0,0,0,3490000,463000,1139000,5092000,0,0,0,4795000,586000,1250000,6631000,49000,0,49000,48,38,-8,47
0628050,California,3,3,Oakland Unified,36027,86930000,35352,123140000,34301,132773000,34043,139898000,361224000,72692000,331015000,764931000,20965000,9805000,30770000,386130000,134288000,369086000,889504000,22429000,8501000,30930000,399839000,138773000,402730000,941342000,25655000,9692000,35347000,541310000,141330000,404748000,1087388000,27834000,12682000,40516000,5557,5398,5334,5318
0628080,California,1,3,Oakley Union Elementary,5189,8266000,4934,10396000,4902,12288000,5030,14570000,33928000,2814000,26855000,63597000,0,1041000,1041000,34665000,5962000,27548000,68175000,0,1039000,1039000,37024000,6766000,29914000,73704000,0,1280000,1280000,48182000,4653000,34549000,87384000,407000,1081000,1488000,789,677,742,780
0628140,California,1,3,Ocean View,7712,17648000,7329,18915000,6937,19681000,6801,22265000,36559000,5612000,64644000,106815000,27000,1720000,1747000,34666000,16652000,62115000,113433000,0,1659000,1659000,41029000,14155000,66762000,121946000,0,2008000,2008000,60815000,9598000,74505000,144918000,1293000,1653000,2946000,1156,933,904,919
0628170,California,1,3,Ocean View,2451,2179000,2288,2237000,2160,2688000,2190,3253000,26191000,2663000,7509000,36363000,0,478000,478000,26558000,8757000,8248000,43563000,0,482000,482000,28388000,6167000,9001000,43556000,0,469000,469000,38341000,5935000,9915000,54191000,166000,621000,787000,282,226,242,288
0628250,California,3,3,Oceanside Unified,17210,44841000,16350,49017000,16239,52568000,15839,57854000,134659000,23818000,95859000,254336000,0,3691000,3691000,130745000,41918000,101707000,274370000,0,3589000,3589000,149523000,42265000,114775000,306563000,0,4327000,4327000,206001000,43601000,127500000,377102000,2187000,3782000,5969000,2467,2226,2343,2444
0628270,California,3,3,Ojai Unified,2366,4422000,2327,4937000,2243,6037000,2208,7209000,11117000,1924000,19110000,32151000,0,440000,440000,10605000,4286000,20420000,35311000,0,379000,379000,10349000,4684000,22290000,37323000,0,474000,474000,17259000,3582000,24149000,44990000,121000,673000,794000,378,354,338,328
0628320,California,1,2,Old Adobe Union,1942,2608000,1898,4025000,1852,4655000,1832,5706000,12753000,1031000,16449000,30233000,0,356000,356000,12984000,2760000,15535000,31279000,0,326000,326000,11679000,2833000,17678000,32190000,0,347000,347000,17878000,1861000,19012000,38751000,27000,401000,428000,264,217,211,192
0628470,California,1,3,Ontario-Montclair,20088,56213000,19234,60078000,18864,63641000,18428,77066000,242178000,29517000,37865000,309560000,11690000,4637000,16327000,243646000,59394000,41491000,344531000,13380000,4141000,17521000,281321000,50697000,43285000,375303000,14827000,4421000,19248000,409529000,54550000,55463000,519542000,18666000,6438000,25104000,2960,2485,2467,2488
0628650,California,3,2,Orange Unified,26167,53006000,25363,57661000,25121,55705000,24740,58899000,122693000,17974000,215802000,356469000,15330000,5977000,21307000,140831000,42059000,213513000,396403000,17258000,5957000,23215000,146017000,46023000,224594000,416634000,19131000,6076000,25207000,206424000,42676000,256007000,505107000,22814000,7548000,30362000,3200,2989,3120,3180
0628680,California,1,3,Orchard Elementary,853,1780000,815,2055000,765,2401000,763,2839000,2275000,579000,16355000,19209000,0,178000,178000,2093000,1543000,16039000,19675000,0,178000,178000,2028000,1554000,16128000,19710000,0,185000,185000,4866000,986000,18369000,24221000,74000,223000,297000,78,65,71,83
0628710,California,3,2,Orcutt Union Elementary,5082,5763000,4842,7737000,4758,8345000,4717,9881000,35521000,2890000,24355000,62766000,15000,873000,888000,36219000,6171000,22808000,65198000,0,1010000,1010000,39194000,5224000,26257000,70675000,0,1117000,1117000,51996000,5640000,29720000,87356000,327000,1210000,1537000,613,541,577,586
0628860,California,1,3,Orinda Union Elementary,2562,3411000,2471,5594000,2483,6704000,2511,7036000,9582000,506000,29276000,39364000,0,482000,482000,10961000,1144000,27876000,39981000,0,496000,496000,10276000,778000,30381000,41435000,0,483000,483000,13873000,826000,34508000,49207000,33000,509000,542000,253,201,205,223
0628950,California,3,2,Oro Grande,2549,2338000,2329,3485000,95,4032000,94,4965000,27747000,2083000,15265000,45095000,0,499000,499000,30152000,7473000,15062000,52687000,0,547000,547000,30181000,7306000,20370000,57857000,0,651000,651000,3933000,5618000,25033000,34584000,205000,968000,1173000,10,12,11,18
0629100,California,1,3,Oroville City Elementary,2381,5865000,2155,5686000,2147,5520000,2124,6627000,23143000,3390000,7198000,33731000,0,441000,441000,22865000,6072000,7305000,36242000,0,577000,577000,25875000,6020000,7428000,39323000,0,610000,610000,34414000,10118000,8540000,53072000,201000,824000,1025000,401,342,356,360
0629130,California,2,3,Oroville Union High,2237,3828000,2334,4655000,2427,4909000,2346,5861000,20180000,2539000,13240000,35959000,0,245000,245000,24582000,5798000,14779000,45159000,0,334000,334000,24285000,6308000,15807000,46400000,0,467000,467000,32829000,5328000,17732000,55889000,0,687000,687000,324,359,381,363
0629220,California,1,3,Oxnard,15722,17035000,15127,26831000,14380,23310000,14170,26118000,167485000,14033000,58036000,239554000,373000,3147000,3520000,172522000,41558000,59528000,273608000,373000,3157000,3530000,198660000,46629000,61122000,306411000,388000,2139000,2527000,268400000,36147000,73830000,378377000,1707000,4119000,5826000,2238,2055,2263,2449
0629270,California,2,3,Oxnard Union High,16805,26141000,17293,27816000,17361,40346000,16907,44127000,142760000,15210000,120354000,278324000,0,3521000,3521000,153142000,32462000,109519000,295123000,0,3560000,3560000,175930000,38420000,118683000,333033000,0,4767000,4767000,231327000,37509000,130240000,399076000,0,4000000,4000000,2280,2457,2602,2322
0629280,California,1,3,Pacheco Union Elementary,650,792000,633,915000,693,1058000,679,1239000,3935000,429000,4213000,8577000,0,135000,135000,4041000,1340000,4282000,9663000,0,121000,121000,4162000,506000,4611000,9279000,0,129000,129000,6125000,738000,5567000,12430000,43000,143000,186000,85,67,74,82
0629370,California,3,3,Pacific Grove Unified,1981,5864000,1899,6007000,1812,7226000,1772,7857000,7981000,958000,35081000,44020000,0,383000,383000,7988000,2546000,37593000,48127000,0,389000,389000,9442000,2642000,40170000,52254000,0,382000,382000,10302000,2101000,43262000,55665000,109000,484000,593000,229,-8,237,237
0629400,California,1,3,Pacific Union Elementary,391,566000,354,606000,349,672000,344,1042000,4746000,497000,2254000,7497000,0,79000,79000,4650000,806000,2234000,7690000,0,89000,89000,5323000,1227000,2528000,9078000,0,85000,85000,6864000,1067000,2579000,10510000,43000,107000,150000,31,31,42,41
0629430,California,1,2,Pacific Union Elementary,621,182000,589,340000,567,373000,571,537000,4384000,606000,778000,5768000,0,57000,57000,4384000,954000,793000,6131000,0,49000,49000,4968000,1258000,890000,7116000,0,88000,88000,6482000,741000,1037000,8260000,37000,0,37000,93,71,75,85
0629490,California,3,2,Pajaro Valley Unified,19228,47624000,18182,48972000,18094,52011000,17376,60005000,175799000,29289000,97398000,302486000,12565000,4953000,17518000,187208000,56120000,97887000,341215000,13321000,4997000,18318000,198022000,45066000,107222000,350310000,15402000,5014000,20416000,280419000,58095000,118507000,457021000,17911000,6028000,23939000,2775,2722,2723,2714
0629540,California,1,3,Palermo Union Elementary,1334,1420000,1278,1505000,1249,1554000,1186,1632000,13590000,1769000,2505000,17864000,0,152000,152000,14151000,2787000,2415000,19353000,0,153000,153000,16101000,3378000,2940000,22419000,0,139000,139000,21351000,3944000,3755000,29050000,80000,129000,209000,159,147,130,139
0629550,California,3,2,Palm Springs Unified,22433,42174000,21698,47990000,21301,54242000,21029,64314000,224630000,35441000,134930000,395001000,0,4575000,4575000,230673000,79463000,144520000,454656000,0,3585000,3585000,264621000,45958000,175082000,485661000,0,3501000,3501000,348957000,60902000,216030000,625889000,839000,4654000,5493000,2551,2477,2491,2474
0629580,California,1,3,Palmdale Elementary,18229,47091000,17525,51907000,17575,56370000,17788,62989000,239902000,55252000,45007000,340161000,43830000,16660000,60490000,256544000,82809000,50343000,389696000,49904000,15791000,65695000,315461000,82651000,51354000,449466000,55647000,16368000,72015000,395587000,70849000,64879000,531315000,69282000,20255000,89537000,3019,2549,2464,2527
0629610,California,3,3,Palo Alto Unified,11703,39861000,10726,49141000,10463,51720000,10285,53262000,32177000,4794000,284112000,321083000,0,2727000,2727000,33355000,9415000,246215000,288985000,0,2340000,2340000,38489000,9606000,298072000,346167000,0,2432000,2432000,41361000,11558000,331900000,384819000,701000,3496000,4197000,1144,1100,1067,1062
0629640,California,3,3,Palo Verde Unified,2863,6179000,2821,5900000,2809,6282000,2813,7151000,29442000,5060000,10047000,44549000,124000,656000,780000,29901000,10579000,10996000,51476000,124000,573000,697000,33101000,12196000,11206000,56503000,129000,529000,658000,42191000,9255000,14450000,65896000,286000,682000,968000,390,431,362,366
0629700,California,3,3,Palos Verdes Peninsula Unified,10941,24723000,10430,29836000,10373,32470000,10402,33954000,55967000,2701000,86703000,145371000,4327000,1807000,6134000,57015000,7858000,87635000,152508000,6051000,1875000,7926000,65754000,9671000,93062000,168487000,6972000,2181000,9153000,77676000,5324000,107639000,190639000,8417000,2159000,10576000,986,1026,1100,1158
0629820,California,3,3,Paradise Unified,1734,4677000,1533,3800000,1494,4192000,1579,4777000,34167000,3376000,75017000,112560000,0,486000,486000,35555000,8511000,8181000,52247000,0,308000,308000,22319000,13974000,9742000,46035000,0,365000,365000,22318000,8004000,12421000,42743000,123000,490000,613000,287,304,297,346
0629850,California,3,3,Paramount Unified,14291,25518000,13722,29838000,13132,35788000,12698,36232000,166889000,18330000,51115000,236334000,199000,3237000,3436000,173347000,42442000,52809000,268598000,133000,268000,401000,198722000,45399000,51509000,295630000,75000,6315000,6390000,246224000,42410000,65044000,353678000,674000,3238000,3912000,1798,1737,1643,1666
0629910,California,3,3,Parlier Unified,3487,4600000,3416,4550000,3323,4772000,3322,4995000,43561000,6664000,8073000,58298000,0,670000,670000,44328000,13166000,5523000,63017000,0,621000,621000,51743000,9401000,8833000,69977000,0,15000,15000,64609000,14069000,8520000,87198000,184000,857000,1041000,343,359,363,375
0629940,California,3,3,Pasadena Unified,15790,37231000,15165,52576000,14408,65435000,13999,74880000,117369000,27614000,138206000,283189000,13087000,5189000,18276000,119064000,48731000,134013000,301808000,15910000,5180000,21090000,133913000,47528000,150777000,332218000,16429000,5711000,22140000,167467000,55794000,184676000,407937000,14966000,6059000,21025000,2610,2349,2359,2316
0630030,California,3,3,Patterson Joint Unified,6177,12245000,6005,16851000,6211,18680000,6173,21513000,60635000,6400000,28068000,95103000,0,1402000,1402000,62380000,18155000,25539000,106074000,0,1527000,1527000,72128000,10090000,30744000,112962000,0,1516000,1516000,95005000,12300000,34455000,141760000,265000,1884000,2149000,1018,954,959,985
0630180,California,1,2,Perris Elementary,5605,6233000,5439,8729000,5368,8633000,5537,10000000,67035000,7921000,11135000,86091000,0,845000,845000,65199000,17068000,12034000,94301000,0,804000,804000,75412000,12661000,12074000,100147000,0,855000,855000,100366000,13137000,15839000,129342000,316000,1065000,1381000,595,553,543,559
0630210,California,3,2,Perris Union High,10820,19242000,10872,22268000,11313,27164000,11712,31466000,100142000,12437000,63703000,176282000,0,2433000,2433000,101885000,25170000,67862000,194917000,0,2242000,2242000,115265000,22324000,73129000,210718000,0,2385000,2385000,146771000,24191000,89314000,260276000,0,2190000,2190000,1495,1626,1702,1791
0630330,California,3,3,Piedmont City Unified,2559,7521000,2454,10022000,2340,11168000,2327,13187000,13499000,1142000,39437000,54078000,0,578000,578000,13256000,1975000,39107000,54338000,0,573000,573000,14630000,1426000,41298000,57354000,0,622000,622000,15719000,2655000,43367000,61741000,99000,582000,681000,305,295,306,288
0630390,California,1,3,Pine Ridge Elementary,120,77000,90,140000,89,211000,69,175000,350000,67000,2443000,2860000,0,8000,8000,416000,85000,2289000,2790000,0,0,0,539000,127000,2546000,3212000,0,18000,18000,637000,72000,2335000,3044000,0,5000,5000,8,-8,8,8
0630450,California,1,3,Piner-Olivet Union Elementary,275,843000,263,2619000,260,3159000,275,4143000,8785000,879000,8978000,18642000,0,196000,196000,8914000,1479000,9346000,19739000,0,181000,181000,10341000,2866000,11178000,24385000,0,215000,215000,14546000,2035000,10277000,26858000,37000,298000,335000,119,125,146,135
0630480,California,1,3,Pioneer Union Elementary,271,232000,281,257000,285,349000,275,387000,1403000,253000,2569000,4225000,0,20000,20000,1073000,525000,2133000,3731000,0,23000,23000,1464000,651000,2360000,4475000,0,21000,21000,2304000,518000,2545000,5367000,39000,28000,67000,41,39,-8,40
0630600,California,3,3,Pittsburg Unified,11329,19313000,10973,26566000,10760,28047000,10645,32077000,119918000,10833000,43788000,174539000,0,2259000,2259000,127338000,24364000,47626000,199328000,0,2230000,2230000,136481000,18782000,53729000,208992000,0,2641000,2641000,177815000,21456000,64309000,263580000,425000,2343000,2768000,1207,1268,1276,1259
0630630,California,1,3,Pixley Union Elementary,970,394000,886,620000,889,734000,877,691000,11965000,1745000,1797000,15507000,0,179000,179000,11626000,3361000,2109000,17096000,0,172000,172000,14194000,4004000,2124000,20322000,0,176000,176000,19304000,3450000,2489000,25243000,73000,178000,251000,76,58,61,57
0630660,California,3,3,Placentia-Yorba Linda Unified,25145,50320000,23177,56190000,23637,61973000,23114,68254000,147051000,17658000,177810000,342519000,17658000,6266000,23924000,152969000,40099000,189057000,382125000,19970000,6303000,26273000,163391000,32332000,201063000,396786000,22572000,6810000,29382000,226773000,32277000,216286000,475336000,27664000,7802000,35466000,2841,2631,2804,2843
0630720,California,1,3,Placer Hills Union Elementary,762,937000,716,1189000,757,1507000,765,1891000,2004000,396000,6763000,9163000,0,133000,133000,2451000,933000,6751000,10135000,39000,193000,232000,2241000,899000,7211000,10351000,0,143000,143000,3226000,1027000,7687000,11940000,119000,222000,341000,104,97,119,124
0630750,California,2,2,Placer Union High,3988,4506000,4064,5231000,4128,5745000,4001,6138000,16733000,1789000,43988000,62510000,0,635000,635000,16318000,4069000,45876000,66263000,0,647000,647000,19749000,4914000,48692000,73355000,0,649000,649000,25242000,5655000,54806000,85703000,167000,824000,991000,447,457,437,445
0630780,California,1,3,Placerville Union Elementary,1313,1160000,1214,1133000,1170,1568000,1167,1737000,9231000,1065000,5911000,16207000,0,92000,92000,9536000,1728000,5628000,16892000,0,104000,104000,10709000,1787000,6455000,18951000,0,99000,99000,14395000,1976000,6735000,23106000,230000,109000,339000,206,173,159,158
0630810,California,1,3,Plainsburg Union Elementary,107,2000,104,50000,106,51000,108,64000,442000,68000,764000,1274000,25000,9000,34000,457000,193000,743000,1393000,31000,10000,41000,543000,144000,783000,1470000,39000,7000,46000,777000,175000,954000,1906000,67000,10000,77000,6,-8,6,5
0630840,California,1,3,Planada Elementary,857,1043000,838,1150000,842,1068000,871,1346000,9754000,1473000,1248000,12475000,190000,103000,293000,10260000,3156000,1252000,14668000,241000,107000,348000,11775000,3077000,1464000,16316000,305000,56000,361000,15855000,2922000,7548000,26325000,458000,114000,572000,73,63,80,80
0630900,California,1,3,Pleasant Grove Joint Union,165,22000,159,4000,167,44000,145,20000,1228000,107000,693000,2028000,0,0,0,1154000,227000,778000,2159000,0,4000,4000,1204000,228000,828000,2260000,0,34000,34000,1534000,139000,776000,2449000,0,0,0,16,-8,-8,15
0630930,California,1,2,Pleasant Ridge Union Elementary,1272,1812000,1241,2231000,1325,2760000,1401,3253000,4896000,575000,9090000,14561000,0,246000,246000,5216000,1875000,9537000,16628000,0,253000,253000,5806000,1889000,10969000,18664000,0,381000,381000,8162000,1944000,12948000,23054000,139000,339000,478000,190,202,210,225
0630990,California,1,3,Pleasant Valley,6213,10600000,5717,10422000,5733,11330000,5806,14797000,34606000,3524000,41423000,79553000,0,1413000,1413000,35437000,6368000,36814000,78619000,0,1380000,1380000,38547000,8428000,42626000,89601000,0,1766000,1766000,52417000,10256000,48364000,111037000,499000,1502000,2001000,1084,926,964,1039
0631170,California,3,3,Plumas Unified,1860,4047000,1660,3886000,1755,4424000,1749,5074000,6187000,3524000,26571000,36282000,1229000,502000,1731000,6545000,4234000,26558000,37337000,1368000,513000,1881000,6003000,5881000,27599000,39483000,1532000,507000,2039000,11856000,5959000,27816000,45631000,1916000,575000,2491000,228,254,247,257
0631180,California,1,3,Plumas Lake Elementary,1358,1484000,1348,1903000,1415,2395000,1496,3003000,13059000,874000,5717000,19650000,0,244000,244000,12879000,1752000,7067000,21698000,0,283000,283000,14259000,1864000,6964000,23087000,0,289000,289000,20364000,2739000,7544000,30647000,92000,389000,481000,147,148,171,193
0631290,California,1,3,Pollock Pines Elementary,627,739000,583,881000,602,1036000,590,1263000,4463000,415000,3371000,8249000,0,70000,70000,4247000,899000,3080000,8226000,0,60000,60000,4649000,822000,3447000,8918000,0,53000,53000,6369000,1305000,3716000,11390000,95000,12000,107000,138,102,-8,106
0631320,California,3,2,Pomona Unified,22632,43263000,22307,53786000,21844,57335000,21326,66185000,277480000,72420000,89167000,439067000,14271000,5973000,20244000,296479000,93585000,104005000,494069000,16279000,4015000,20294000,325437000,94674000,104305000,524416000,17924000,8376000,26300000,425811000,113505000,144498000,683814000,22089000,5603000,27692000,2891,2902,2955,2876
0631350,California,1,3,Pond Union Elementary,164,153000,164,273000,178,258000,184,271000,1436000,228000,1105000,2769000,0,35000,35000,1208000,626000,1167000,3001000,5000,30000,35000,1573000,511000,1305000,3389000,0,0,0,2924000,728000,1369000,5021000,24000,70000,94000,10,12,-8,20
