dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,current_sped_exp_fy20_adjusted,state_sped_rev_fy21_adjusted,federal_sped_rev_fy21_adjusted,state_fed_sped_rev_fy21_adjusted,current_sped_exp_fy21_adjusted,state_sped_rev_fy22_adjusted,federal_sped_rev_fy22_adjusted,state_fed_sped_rev_fy22_adjusted,current_sped_exp_fy22_adjusted
0101020,Alabama,3,3,Cullman County,9349,9515000,9312,9786000,9704,10399000,9846,11067000,64460000,13160000,28331000,105951000,0,2062000,2062000,65017000,16507000,44089000,125613000,0,2141000,2141000,73957000,26891000,33843000,134691000,0,2181000,2181000,84492000,19122000,47700000,151314000,0,2222000,2222000,1501,1417,1525,1534,0,2402331.038,2402331.038,11085441.235,0,2438250.017,2438250.017,11144658.882000001,0,2317574.2199999997,2317574.2199999997,11050185.379999999
0101050,Alabama,3,3,Dale County,3259,2007000,3208,1967000,3241,2047000,3270,2517000,24004000,3506000,8323000,35833000,0,745000,745000,24398000,6131000,8218000,38747000,0,785000,785000,27511000,5972000,9487000,42970000,0,789000,789000,28246000,6921000,10202000,45369000,0,803000,803000,273,272,-8,336,0,867961.505,867961.505,2338253.343,0,893987.045,893987.045,2240092.379,0,838407.1799999999,838407.1799999999,2175183.1399999997
0101080,Alabama,3,3,Daleville City,1142,1177000,1138,1300000,1195,1374000,1154,1402000,7599000,1891000,2418000,11908000,0,314000,314000,8057000,3076000,2411000,13544000,0,329000,329000,9630000,4695000,2415000,16740000,0,324000,324000,9833000,3999000,3077000,16909000,0,356000,356000,139,137,-8,155,0,365825.386,365825.386,1371262.673,0,374677.373,374677.373,1480488.1,0,344288.87999999995,344288.87999999995,1460039.88
0101110,Alabama,3,3,Dallas County,2880,3481000,2701,3197000,2648,2970000,2488,3144000,24012000,7292000,6897000,38201000,0,995000,995000,23632000,9683000,5810000,39125000,0,1010000,1010000,23993000,11649000,6610000,42252000,0,815000,815000,25187000,22412000,7111000,54710000,0,798000,798000,446,394,365,349,0,1159223.755,1159223.755,4055535.569,0,1150225.37,1150225.37,3640861.8890000004,0,866035.2999999999,866035.2999999999,3155981.4
0101140,Alabama,3,3,DeKalb County,8973,6760000,8525,6710000,8622,6855000,8717,8141000,62441000,12216000,17876000,92533000,0,2121000,2121000,75064000,17157000,17818000,110039000,0,2207000,2207000,66354000,23087000,20089000,109530000,0,2069000,2069000,78019000,31724000,22324000,132067000,0,1937000,1937000,1053,959,-9,989,0,2471068.929,2471068.929,7875731.24,0,2513413.259,2513413.259,7641596.2700000005,0,2198560.78,2198560.78,7284260.1
0101170,Alabama,3,3,Decatur City,8842,11688000,8781,11297000,8679,11846000,8745,13667000,54152000,11507000,48995000,114654000,0,2101000,2101000,56340000,16614000,50971000,123925000,0,2120000,2120000,62380000,18642000,54306000,135328000,0,2115000,2115000,69935000,20490000,59845000,150270000,0,2178000,2178000,1212,1142,1135,1183,0,2447767.949,2447767.949,13617092.712,0,2414334.4400000004,2414334.4400000004,12865441.589000002,0,2247441.3,2247441.3,12587796.52
0101200,Alabama,3,3,Demopolis City,2236,1688000,2132,1732000,2106,1930000,2064,2096000,14489000,2348000,5426000,22263000,0,417000,417000,14714000,4399000,5807000,24920000,0,422000,422000,16033000,6217000,6382000,28632000,0,611000,611000,16684000,5032000,8406000,30122000,0,486000,486000,146,135,128,141,0,485825.433,485825.433,1966602.712,0,480589.21400000004,480589.21400000004,1972465.6840000001,0,649260.82,649260.82,2050856.5999999999
0101230,Alabama,3,3,Dothan City,8701,9256000,8031,9490000,8130,9677000,8021,10789000,56056000,13804000,37142000,107002000,0,2273000,2273000,54731000,22949000,27287000,104967000,0,2308000,2308000,63928000,32178000,26635000,122741000,0,1922000,1922000,59005000,29944000,27892000,116841000,0,2777000,2777000,1324,1206,1257,1309,0,2648156.377,2648156.377,10783693.544,0,2628435.796,2628435.796,10807563.13,0,2042355.64,2042355.64,10282973.739999998
0101290,Alabama,3,3,Elmore County,11557,13257000,11519,13284000,11919,14063000,11971,14935000,72392000,20377000,29448000,122217000,0,2304000,2304000,84697000,27897000,31134000,143728000,0,2346000,2346000,76561000,25990000,34635000,137186000,0,2795000,2795000,87583000,21787000,39490000,148860000,0,2947000,2947000,1540,1480,1506,1538,0,2684272.896,2684272.896,15445054.593,0,2671711.6020000004,2671711.6020000004,15128310.708,0,2970022.9,2970022.9,14943625.059999999
0101320,Alabama,3,3,Enterprise City,6839,5002000,6644,5073000,6589,5483000,6651,5416000,44102000,7459000,18545000,70106000,0,1599000,1599000,46504000,13917000,19720000,80141000,0,1472000,1472000,50135000,14471000,22129000,86735000,0,1522000,1522000,52030000,13638000,24015000,89683000,0,1326000,1326000,589,546,556,581,0,1862913.351,1862913.351,5827575.098,0,1676368.0640000002,1676368.0640000002,5777320.101000001,0,1617307.64,1617307.64,5826345.459999999
0101350,Alabama,3,3,Escambia County,4176,3580000,4121,3557000,4150,3552000,4208,3944000,28938000,6488000,12775000,48201000,0,1107000,1107000,28786000,9535000,14602000,52923000,10000,1057000,1067000,30266000,12881000,22252000,65399000,0,981000,981000,33590000,13560000,14839000,61989000,0,1075000,1075000,543,529,534,530,0,1289709.243,1289709.243,4170875.42,11388.37,1203750.709,1215139.0790000001,4050843.2090000003,0,1042430.2199999999,1042430.2199999999,3774426.2399999998
0101380,Alabama,3,3,Etowah County,8614,7217000,8504,7360000,8612,7932000,8702,8630000,59226000,9792000,19780000,88798000,0,2062000,2062000,60926000,17462000,17448000,95836000,0,1976000,1976000,69957000,20475000,18495000,108927000,0,2109000,2109000,68679000,18831000,22353000,109863000,0,2262000,2262000,1059,1053,1126,1230,0,2402331.038,2402331.038,8408158.633,0,2250341.912,2250341.912,8381840.32,0,2241065.5799999996,2241065.5799999996,8428701.84
0101410,Alabama,3,3,Eufaula City,5700,2362000,6428,2139000,6780,2581000,6289,2679000,33630000,5069000,6760000,45459000,0,1070000,1070000,37551000,11904000,7127000,56582000,0,1228000,1228000,44907000,13814000,7661000,66382000,0,1311000,1311000,47480000,12512000,8048000,68040000,0,1390000,1390000,795,895,806,860,0,1246602.43,1246602.43,2751845.738,0,1398491.8360000001,1398491.8360000001,2435972.3430000003,0,1393094.8199999998,1393094.8199999998,2742622.2199999997
0101470,Alabama,3,3,Fayette County,2230,2343000,2178,2390000,2157,2343000,2163,2357000,15702000,2822000,5376000,23900000,0,569000,569000,15713000,4439000,5742000,25894000,0,584000,584000,16592000,6107000,6251000,28950000,0,567000,567000,18480000,9404000,6812000,34696000,0,585000,585000,278,269,274,298,0,662912.881,662912.881,2729709.807,0,665080.8080000001,665080.8080000001,2721820.43,0,602505.5399999999,602505.5399999999,2489718.6599999997
0101530,Alabama,3,3,Florence City,4484,4678000,4505,4941000,4584,5224000,4489,5753000,28992000,5544000,27817000,62353000,0,983000,983000,29651000,8773000,30020000,68444000,0,1081000,1081000,31282000,10030000,34651000,75963000,0,1073000,1073000,38555000,13817000,35895000,88267000,0,1152000,1152000,588,564,616,612,0,1145243.167,1145243.167,5450099.222,0,1231082.797,1231082.797,5626993.617000001,0,1140191.2599999998,1140191.2599999998,5551126.88
0101560,Alabama,3,3,Fort Payne City,3385,2165000,3482,2222000,3498,2573000,3515,2786000,22161000,4676000,7491000,34328000,98000,771000,869000,22919000,6110000,12003000,41032000,112000,717000,829000,24542000,8174000,8816000,41532000,0,910000,910000,27528000,8598000,14363000,50489000,0,828000,828000,225,239,253,277,114174.802,898252.779,1012427.581,2522331.085,127549.744,816546.1290000001,944095.8730000001,2530495.8140000002,0,966984.2,966984.2,2734121.26
0101590,Alabama,3,3,Franklin County,3674,3951000,3602,4054000,3618,4394000,3637,5067000,26886000,5726000,7737000,40349000,0,756000,756000,27575000,8195000,8789000,44559000,0,793000,793000,29993000,11108000,9773000,50874000,0,784000,784000,31454000,10633000,10955000,53042000,0,814000,814000,543,522,538,537,0,880777.044,880777.044,4603108.599,0,903097.741,903097.741,4616845.198000001,0,833094.08,833094.08,4669152.279999999
0101620,Alabama,3,3,Gadsden City,5098,5220000,4845,5376000,4858,5408000,4939,6283000,32606000,9349000,13167000,55122000,0,1355000,1355000,33588000,13827000,13476000,60891000,0,1389000,1389000,40081000,17709000,13276000,71066000,0,1476000,1476000,37649000,21077000,14520000,73246000,0,1245000,1245000,750,691,660,656,0,1578641.395,1578641.395,6081555.78,0,1581844.593,1581844.593,6122387.712,0,1568427.1199999999,1568427.1199999999,5746648.959999999
0101640,Alabama,3,3,Geneva City,1268,1195000,1261,1032000,1231,1186000,1252,1264000,8830000,1537000,3097000,13464000,0,321000,321000,9091000,2587000,3212000,14890000,0,272000,272000,9581000,3944000,3591000,17116000,0,302000,302000,11585000,4045000,4156000,19786000,0,385000,385000,141,138,137,158,0,373980.729,373980.729,1392233.555,0,309763.66400000005,309763.66400000005,1175279.7840000002,0,320911.24,320911.24,1260267.3199999998
0101660,Alabama,3,3,Geneva County,2717,2303000,2638,2262000,2760,2430000,2784,2932000,19211000,4320000,4758000,28289000,0,561000,561000,19507000,8190000,5306000,33003000,0,519000,519000,22682000,9997000,6446000,39125000,0,612000,612000,24543000,11437000,6796000,42776000,0,781000,781000,412,395,398,413,0,653592.489,653592.489,2683107.847,0,591056.403,591056.403,2576049.294,0,650323.44,650323.44,2582166.5999999996
0101690,Alabama,3,3,Guntersville City,1853,1374000,1824,1490000,1890,1671000,1851,1767000,11946000,1584000,9386000,22916000,0,356000,356000,14506000,3796000,9946000,28248000,0,425000,425000,12341000,4674000,10922000,27937000,0,411000,411000,13944000,3336000,13500000,30780000,0,440000,440000,137,139,155,181,0,414757.444,414757.444,1600777.3260000001,0,484005.72500000003,484005.72500000003,1696867.1300000001,0,436736.81999999995,436736.81999999995,1775638.0199999998
0101710,Alabama,3,3,Hale County,2473,1803000,2390,1902000,2344,2032000,2318,2135000,17634000,3595000,5217000,26446000,0,652000,652000,17269000,5780000,5604000,28653000,0,650000,650000,18034000,6520000,6235000,30789000,0,726000,726000,19262000,8535000,6718000,34515000,0,778000,778000,198,191,187,187,0,759611.948,759611.948,2100583.347,0,740244.05,740244.05,2166067.9740000004,0,771462.1199999999,771462.1199999999,2159243.84
0101730,Alabama,3,3,Hartselle City,3519,3546000,3546,3701000,3625,4123000,3638,4519000,23496000,2587000,12647000,38730000,0,704000,704000,27130000,4899000,13586000,45615000,0,752000,752000,25864000,5167000,15046000,46077000,0,773000,773000,29983000,3733000,40687000,74403000,0,784000,784000,500,499,509,537,0,820194.496,820194.496,4131263.754,0,856405.4240000001,856405.4240000001,4214835.737000001,0,821405.2599999999,821405.2599999999,4381182.26
0101740,Alabama,3,3,Henry County,2528,2532000,2472,2561000,2488,2835000,2530,2946000,17208000,2944000,5330000,25482000,0,632000,632000,20141000,5061000,5694000,30896000,0,541000,541000,19387000,6308000,6618000,32313000,0,688000,688000,20617000,6859000,7040000,34516000,0,683000,683000,331,306,303,326,0,736310.968,736310.968,2949904.068,0,616110.817,616110.817,2916561.557,0,731082.5599999999,731082.5599999999,3012527.6999999997
0101760,Alabama,3,3,Homewood City,4217,5727000,4200,5727000,4236,6613000,4371,7599000,22876000,3127000,63039000,89042000,0,822000,822000,25293000,4825000,37918000,68036000,0,815000,815000,23402000,5479000,41013000,69894000,0,838000,838000,27349000,4568000,46394000,78311000,0,896000,896000,316,276,280,309,0,957670.278,957670.278,6672235.623,0,928152.155,928152.155,6522119.499000001,0,890475.5599999999,890475.5599999999,7027106.06
0101770,Alabama,3,3,Houston County,6479,7022000,6338,6674000,6662,7142000,6883,8132000,39609000,6017000,16357000,61983000,0,1507000,1507000,40276000,13136000,17124000,70536000,0,1484000,1484000,45517000,13280000,19734000,78531000,0,1674000,1674000,54056000,15501000,23399000,92956000,0,1564000,1564000,819,747,787,855,0,1755728.843,1755728.843,8180974.078,0,1690034.1080000002,1690034.1080000002,7600598.138,0,1778825.88,1778825.88,7589232.039999999
0101800,Alabama,3,3,Huntsville City,23882,25850000,23514,25963000,23939,28921000,23776,30004000,131523000,24330000,146121000,301974000,0,5488000,5488000,137223000,65753000,144653000,347629000,0,5611000,5611000,143421000,65742000,165040000,374203000,0,8724000,8724000,164990000,60470000,200787000,426247000,0,8659000,8659000,3151,3000,2966,3039,0,6393788.912,6393788.912,30116516.65,0,6390014.407000001,6390014.407000001,29567625.031000003,0,9270296.879999999,9270296.879999999,30732033.019999996
0101830,Alabama,3,3,Jackson County,5188,4024000,5158,4216000,5136,4654000,5200,5258000,37082000,7311000,15821000,60214000,0,1307000,1307000,41250000,10707000,19551000,71508000,0,1349000,1349000,38832000,10069000,20858000,69759000,128000,1379000,1507000,44127000,17122000,22649000,83898000,208000,1266000,1474000,653,629,640,732,0,1522719.043,1522719.043,4688157.176,0,1536291.1130000001,1536291.1130000001,4801336.792,136015.36,1465352.9799999997,1601368.3399999999,4945433.4799999995
0101860,Alabama,3,3,Jacksonville City,1639,1784000,1654,1788000,1690,1851000,1752,2196000,10418000,1920000,4710000,17048000,0,340000,340000,10868000,2704000,5105000,18677000,0,318000,318000,12733000,4485000,5437000,22655000,0,335000,335000,14224000,3609000,6435000,24268000,53000,412000,465000,214,222,240,252,0,396116.66,396116.66,2078447.416,0,362150.166,362150.166,2036240.556,0,355977.69999999995,355977.69999999995,1966909.6199999999
0101890,Alabama,3,3,Jasper City,2734,2445000,2605,2397000,2599,2546000,2770,2581000,17013000,2793000,10916000,30722000,0,635000,635000,17037000,4045000,11255000,32337000,0,671000,671000,17700000,5135000,12829000,35664000,0,639000,639000,18926000,7312000,12777000,39015000,0,617000,617000,375,354,343,380,0,739806.115,739806.115,2848544.805,0,764159.6270000001,764159.6270000001,2729792.2890000003,0,679014.1799999999,679014.1799999999,2705430.5199999996
0101920,Alabama,3,3,Jefferson County,36359,46853000,35336,46918000,35819,47090000,35951,49229000,233348000,40676000,122369000,396393000,0,10971000,10971000,240144000,70779000,131406000,442329000,0,11773000,11773000,249122000,84078000,132747000,465947000,0,10881000,10881000,271856000,88147000,155644000,515647000,0,11205000,11205000,5185,4862,4743,4877,0,12781752.579,12781752.579,54586040.797,0,13407528.001000002,13407528.001000002,53431954.366000004,0,11562368.219999999,11562368.219999999,50038775.8
0101950,Alabama,3,3,Lamar County,2292,1749000,2269,2091000,2212,2172000,2201,2399000,16032000,2461000,4610000,23103000,0,505000,505000,19361000,3998000,4622000,27981000,0,519000,519000,17780000,4070000,5617000,27467000,0,615000,615000,19702000,4572000,5838000,30112000,0,550000,550000,380,353,345,364,0,588349.745,588349.745,2037670.7010000001,0,591056.403,591056.403,2381308.1670000004,0,653511.2999999999,653511.2999999999,2308010.6399999997
0101980,Alabama,3,3,Lanett City,953,912000,966,975000,970,1040000,963,1253000,6691000,1527000,2399000,10617000,0,267000,267000,7174000,2481000,2468000,12123000,0,275000,275000,8430000,4658000,4165000,17253000,0,293000,293000,8609000,4458000,2947000,16014000,0,293000,293000,122,115,124,119,0,311068.083,311068.083,1062524.688,0,313180.17500000005,313180.17500000005,1110366.0750000002,0,311347.66,311347.66,1105124.7999999998
0102010,Alabama,3,3,Lauderdale County,8160,7427000,8038,7826000,8175,7833000,8080,7751000,53846000,7270000,20765000,81881000,0,1764000,1764000,63111000,11030000,21563000,95704000,0,1911000,1911000,57462000,14263000,24984000,96709000,34000,1990000,2024000,63198000,15345000,28362000,106905000,0,1667000,1667000,1068,1023,1095,1131,0,2055146.436,2055146.436,8652818.923,0,2176317.507,2176317.507,8912538.362000002,36129.079999999994,2114613.8,2150742.88,8323502.459999999
0102040,Alabama,3,3,Lawrence County,4658,4487000,4712,4388000,4764,4569000,4698,5165000,33347000,7336000,11430000,52113000,0,1233000,1233000,34343000,9159000,11740000,55242000,0,1290000,1290000,37590000,12057000,16511000,66158000,0,1296000,1296000,43468000,15155000,16484000,75107000,0,1351000,1351000,767,760,806,820,0,1436505.417,1436505.417,5227574.863,0,1469099.7300000002,1469099.7300000002,4997216.756,0,1377155.5199999998,1377155.5199999998,4855110.779999999
0102070,Alabama,3,3,Lee County,9508,12082000,9310,12921000,9303,13816000,9312,14700000,62463000,8562000,33378000,104403000,0,2075000,2075000,62577000,16691000,36532000,115800000,0,2184000,2184000,65271000,18394000,40398000,124063000,0,2197000,2197000,75754000,21410000,44686000,141850000,0,2148000,2148000,1375,1325,1364,1394,0,2417476.675,2417476.675,14076122.018,0,2487220.0080000004,2487220.0080000004,14714912.877000002,0,2334576.1399999997,2334576.1399999997,14681157.919999998
0102100,Alabama,3,3,Limestone County,11042,9971000,13041,10329000,15506,11203000,15887,13239000,73213000,8993000,35792000,117998000,0,2390000,2390000,75917000,14914000,39665000,130496000,0,2178000,2178000,90050000,16920000,41426000,148396000,0,2650000,2650000,126807000,19026000,44015000,189848000,0,3278000,3278000,1273,1449,1762,1968,0,2784467.11,2784467.11,11616703.579,0,2480386.986,2480386.986,11763047.373000002,0,2815942.9999999995,2815942.9999999995,11904531.86
0102190,Alabama,3,3,Macon County,1862,1823000,1871,1747000,1845,1920000,1790,2129000,14526000,5233000,6335000,26094000,0,554000,554000,14786000,8259000,6931000,29976000,0,507000,507000,15801000,12135000,7809000,35745000,0,468000,468000,16642000,10080000,9104000,35826000,0,424000,424000,176,189,184,187,0,645437.146,645437.146,2123884.327,0,577390.359,577390.359,1989548.239,0,497306.16,497306.16,2040230.4
0102220,Alabama,3,3,Madison County,19478,19949000,19142,21027000,19873,21879000,20551,24356000,123349000,14323000,66048000,203720000,0,3658000,3658000,128132000,24140000,70177000,222449000,0,4197000,4197000,136252000,29451000,83904000,249607000,0,4209000,4209000,163144000,31595000,94076000,288815000,0,4086000,4086000,2404,2289,2343,2433,0,4261749.242,4261749.242,23241562.501,0,4779698.889,4779698.889,23946325.599000003,0,4472567.579999999,4472567.579999999,23249062.979999997
0102250,Alabama,3,3,Marengo County,1018,998000,960,976000,964,1081000,953,1179000,7849000,2619000,3040000,13508000,0,301000,301000,7626000,3022000,3191000,13839000,0,290000,290000,7935000,3682000,4004000,15621000,0,284000,284000,9266000,5782000,5020000,20068000,0,306000,306000,148,129,121,139,0,350679.749,350679.749,1162718.902,0,330262.73000000004,330262.73000000004,1111504.912,0,301784.07999999996,301784.07999999996,1148692.22
0102310,Alabama,3,3,Marion County,3280,2441000,3255,2573000,3373,2776000,3329,3136000,23180000,3990000,7489000,34659000,0,644000,644000,23283000,6446000,7775000,37504000,0,724000,724000,24385000,8517000,9061000,41963000,0,885000,885000,30175000,8187000,9419000,47781000,0,1027000,1027000,449,420,425,436,0,750291.556,750291.556,2843884.609,0,824517.9880000001,824517.9880000001,2930227.6010000003,0,940418.7,940418.7,2949833.1199999996
0102370,Alabama,3,3,Mobile County,53941,62084000,52460,63696000,52614,60002000,51979,63714000,333199000,92473000,166447000,592119000,199000,17071000,17270000,336259000,134689000,186567000,657515000,199000,17570000,17769000,361557000,183895000,194287000,739739000,199000,14077000,14276000,379723000,189331000,203335000,772389000,199000,14718000,14917000,8360,7621,7495,7768,231844.751,19888551.479,20120396.23,72330902.116,226628.56300000002,20009366.090000004,20235994.653,72539361.552,211461.37999999998,14958501.739999998,15169963.12,63759325.239999995
0102430,Alabama,3,3,Montgomery County,28185,29593000,27399,28523000,27396,28299000,26821,29688000,178128000,45395000,65837000,289360000,0,7021000,7021000,180050000,86740000,72914000,339704000,0,7021000,7021000,202841000,98152000,72580000,373573000,0,7581000,7581000,212294000,133994000,81963000,428251000,0,7736000,7736000,2928,2729,2509,2496,0,8179809.029,8179809.029,34477295.057000004,0,7995774.5770000005,7995774.5770000005,32483047.751000002,0,8055722.219999999,8055722.219999999,30071083.38
0102480,Alabama,3,3,Morgan County,7616,8095000,7503,8224000,7582,8576000,7691,8669000,47576000,7447000,31860000,86883000,0,1652000,1652000,48968000,10271000,34996000,94235000,0,1753000,1753000,55210000,14426000,36656000,106292000,0,2113000,2113000,58372000,15630000,44501000,118503000,0,2141000,2141000,1057,1013,1009,1062,0,1924660.948,1924660.948,9431071.655,0,1996381.2610000002,1996381.2610000002,9365795.488,0,2245316.0599999996,2245316.0599999996,9113029.12
0102490,Alabama,3,3,Mountain Brook City,4367,7476000,4441,7791000,4340,8187000,4409,9565000,23008000,1731000,41476000,66215000,0,950000,950000,23670000,2285000,51807000,77762000,0,917000,917000,26990000,2680000,54175000,83845000,0,1052000,1052000,30770000,2240000,63676000,96686000,0,1069000,1069000,484,482,488,513,0,1106796.55,1106796.55,8709906.324,0,1044313.5290000001,1044313.5290000001,8872679.067000002,0,1117876.24,1117876.24,8699669.94
0102520,Alabama,3,3,Muscle Shoals City,2828,2363000,2801,2381000,2840,2636000,2896,2862000,17809000,1823000,14044000,33676000,0,492000,492000,20021000,3721000,11707000,35449000,10000,543000,553000,20624000,4582000,13553000,38759000,0,650000,650000,21988000,3927000,15923000,41838000,0,739000,739000,338,313,345,322,0,573204.108,573204.108,2753010.787,11388.37,618388.491,629776.861,2711570.8970000003,0,690702.9999999999,690702.9999999999,2801066.32
0102550,Alabama,3,3,Oneonta City,1488,889000,1434,961000,1425,1104000,1403,1138000,9996000,1253000,4207000,15456000,0,288000,288000,11170000,1823000,4165000,17158000,0,277000,277000,12534000,2643000,4761000,19938000,0,319000,319000,11756000,2573000,5498000,19827000,0,326000,326000,125,-8,111,118,0,335534.112,335534.112,1035728.561,0,315457.84900000005,315457.84900000005,1094422.357,0,338975.77999999997,338975.77999999997,1173132.48
0102580,Alabama,3,3,Opelika City,4616,3374000,4714,3607000,4977,3821000,5048,4116000,27318000,6572000,22721000,56611000,0,1025000,1025000,28199000,9697000,24515000,62411000,10000,1144000,1154000,34399000,12357000,28584000,75340000,0,1170000,1170000,37466000,11406000,31528000,80400000,0,1215000,1215000,517,490,521,525,0,1194175.225,1194175.225,3930875.326,11388.37,1302829.5280000002,1314217.898,4107785.0590000004,0,1243265.4,1243265.4,4060271.0199999996
0102610,Alabama,3,3,Opp City,1308,1232000,1275,1372000,1264,1383000,1329,1539000,8924000,1791000,3643000,14358000,0,322000,322000,9239000,3245000,3755000,16239000,0,334000,334000,9873000,5850000,4201000,19924000,0,316000,316000,11534000,4311000,4882000,20727000,0,347000,347000,224,186,168,174,0,375145.778,375145.778,1435340.368,0,380371.558,380371.558,1562484.364,0,335787.92,335787.92,1469603.46
0102635,Alabama,3,3,Oxford City,4265,3723000,4176,3997000,4202,3860000,4203,4185000,27115000,4591000,17698000,49404000,0,921000,921000,26422000,6310000,20250000,52982000,0,1078000,1078000,28323000,6587000,22379000,57289000,0,1020000,1020000,29796000,10199000,24327000,64322000,0,801000,801000,546,499,516,541,0,1073010.129,1073010.129,4337477.427,0,1227666.286,1227666.286,4551931.489,0,1083872.4,1083872.4,4101713.1999999997
0102650,Alabama,3,3,Pell City,4148,3828000,4028,3998000,4140,4499000,4157,4963000,27121000,3480000,10906000,41507000,0,950000,950000,28722000,6153000,11139000,46014000,0,985000,985000,33796000,9076000,11754000,54626000,0,1091000,1091000,31844000,9444000,16719000,58007000,0,1041000,1041000,451,440,480,541,0,1106796.55,1106796.55,4459807.572,0,1121754.445,1121754.445,4553070.326,0,1159318.42,1159318.42,4780727.38
0102670,Alabama,3,3,Perry County,1178,1392000,1153,1204000,1089,1148000,935,1143000,9463000,3009000,3004000,15476000,0,431000,431000,8766000,4865000,2489000,16120000,0,429000,429000,10297000,6326000,2810000,19433000,0,341000,341000,10160000,7735000,3513000,21408000,0,327000,327000,208,172,143,118,0,502136.119,502136.119,1621748.208,0,488561.07300000003,488561.07300000003,1371159.7480000001,0,362353.42,362353.42,1219887.7599999998
0102700,Alabama,3,3,Phenix City,7449,4693000,7265,4965000,7310,5816000,7218,6699000,47818000,10174000,16091000,74083000,0,1499000,1499000,53103000,17000000,18864000,88967000,0,1553000,1553000,57598000,23986000,18698000,100282000,0,1530000,1530000,60490000,20643000,21328000,102461000,0,1490000,1490000,707,685,721,744,0,1746408.4510000001,1746408.4510000001,5467574.957,0,1768613.8610000003,1768613.8610000003,5654325.705,0,1625808.5999999999,1625808.5999999999,6180197.919999999
0102730,Alabama,3,3,Pickens County,2458,2436000,2374,2419000,2343,2626000,2373,2876000,17972000,3457000,5621000,27050000,0,694000,694000,18121000,5091000,5602000,28814000,0,701000,701000,19989000,7318000,6384000,33691000,0,675000,675000,20885000,7125000,6891000,34901000,0,646000,646000,353,350,347,341,0,808544.006,808544.006,2838059.364,0,798324.7370000001,798324.7370000001,2754846.703,0,717268.4999999999,717268.4999999999,2790440.1199999996
0102760,Alabama,3,3,Piedmont City,1116,785000,1155,754000,1131,686000,1131,884000,7675000,1687000,2896000,12258000,32000,275000,307000,8996000,3076000,2885000,14957000,0,273000,273000,9159000,4287000,3557000,17003000,33000,195000,228000,9442000,2952000,3454000,15848000,0,241000,241000,159,156,156,146,37281.568,320388.475,357670.043,914563.465,0,310902.50100000005,310902.50100000005,858683.0980000001,35066.46,207210.9,242277.36,728957.32
0102820,Alabama,3,3,Randolph County,2176,1804000,2029,1824000,2052,1938000,2090,2061000,14737000,3125000,6423000,24285000,35000,527000,562000,15294000,4339000,6187000,25820000,35000,555000,590000,15967000,6869000,6392000,29228000,35000,538000,573000,17587000,6681000,7239000,31507000,17000,512000,529000,304,292,277,304,40776.715,613980.823,654757.5380000001,2101748.396,39859.295000000006,632054.535,671913.8300000001,2077238.688,37191.7,571689.5599999999,608881.2599999999,2059357.5599999998
0102880,Alabama,3,3,Russell County,3509,2514000,3519,2502000,3710,2485000,3695,2609000,23720000,4790000,9000000,37510000,0,790000,790000,24251000,9072000,9098000,42421000,54000,807000,861000,26937000,11544000,10267000,48748000,0,900000,900000,31474000,12365000,11331000,55170000,0,829000,829000,427,394,390,421,0,920388.71,920388.71,2928933.186,61497.198000000004,919041.459,980538.6570000001,2849370.174,0,956357.9999999999,956357.9999999999,2640610.6999999997
