dist_id,state,schlev,agchrt,district,total_enroll,tcurelsc,current_sped_exp,sped_instructional_exp,sped_pupil_support_services_exp,sped_instructional_support_exp,sped_student_transportation_exp,sped_teacher_salaries
505430,Arkansas,3,3,DOVER SCHOOL DISTRICT,1254,14763000,952000,867000,73000,12000,0,523000
505470,Arkansas,3,3,DREW CENTRAL SCHOOL DISTRICT,1262,14722000,1191000,603000,531000,57000,0,314000
505500,Arkansas,3,3,DUMAS SCHOOL DISTRICT,1001,16629000,1190000,866000,209000,94000,21000,459000
505550,Arkansas,3,3,EARLE SCHOOL DISTRICT,435,8626000,387000,259000,106000,22000,0,102000
505580,Arkansas,3,3,EAST END SCHOOL DISTRICT,667,7717000,706000,574000,91000,41000,0,357000
505680,Arkansas,3,3,EL DORADO SCHOOL DISTRICT,4051,51933000,4042000,2639000,770000,485000,105000,1299000
505760,Arkansas,3,3,ELKINS SCHOOL DISTRICT,1404,14276000,793000,771000,0,4000,17000,440000
505850,Arkansas,3,3,ENGLAND SCHOOL DISTRICT,648,9247000,635000,441000,51000,124000,19000,279000
505970,Arkansas,3,3,EUREKA SPRINGS SCHOOL DISTRICT,661,10189000,906000,541000,282000,84000,0,270000
506060,Arkansas,3,3,CAMDEN FAIRVIEW SCHOOL DIST.,2222,30691000,2415000,1607000,524000,235000,48000,816000
506090,Arkansas,3,3,FARMINGTON SCHOOL DISTRICT,2685,25965000,1894000,1783000,39000,40000,31000,984000
506120,Arkansas,3,2,FAYETTEVILLE SCHOOL DISTRICT,10560,138174000,15873000,13019000,1587000,936000,332000,7680000
506150,Arkansas,3,3,FLIPPIN SCHOOL DISTRICT,915,12704000,1041000,817000,175000,29000,20000,345000
506210,Arkansas,3,3,FORDYCE SCHOOL DISTRICT,732,12276000,2009000,1791000,110000,107000,0,173000
506240,Arkansas,3,3,FOREMAN SCHOOL DISTRICT,490,6601000,399000,373000,14000,5000,7000,230000
506270,Arkansas,3,3,FORREST CITY SCHOOL DISTRICT,2159,31111000,2921000,1975000,494000,413000,39000,821000
506330,Arkansas,3,2,FORT SMITH SCHOOL DISTRICT,14291,178046000,17570000,10989000,4961000,1573000,47000,6821000
506360,Arkansas,3,3,FOUKE SCHOOL DISTRICT,1155,12438000,685000,523000,149000,3000,10000,286000
506420,Arkansas,3,2,FOUNTAIN LAKE SCHOOL DISTRICT,1349,19234000,1679000,1297000,262000,118000,2000,737000
506540,Arkansas,3,3,GENTRY SCHOOL DISTRICT,1617,20175000,1940000,1494000,141000,230000,76000,833000
506630,Arkansas,3,3,GLEN ROSE SCHOOL DISTRICT,985,11679000,804000,591000,134000,79000,0,356000
506690,Arkansas,3,2,CENTERPOINT SCHOOL DISTRICT,974,13869000,933000,724000,118000,83000,7000,489000
506840,Arkansas,3,3,GRAVETTE SCHOOL DISTRICT,2076,24099000,2293000,1631000,433000,204000,26000,959000
506870,Arkansas,3,3,GREEN FOREST SCHOOL DISTRICT,1467,17948000,1972000,1251000,484000,188000,48000,555000
506900,Arkansas,3,3,GREENBRIER SCHOOL DISTRICT,3862,38911000,3510000,2332000,785000,359000,34000,1232000
506930,Arkansas,3,3,GREENLAND SCHOOL DISTRICT,767,10262000,608000,590000,0,3000,15000,321000
506990,Arkansas,3,3,GREENWOOD SCHOOL DISTRICT,3956,44371000,6585000,4801000,1136000,638000,9000,2487000
507110,Arkansas,3,3,GURDON SCHOOL DISTRICT,645,9305000,634000,402000,139000,93000,0,167000
507140,Arkansas,3,3,GUY-PERKINS SCHOOL DISTRICT,350,4761000,307000,272000,36000,0,0,128000
507170,Arkansas,3,3,HACKETT SCHOOL DISTRICT,820,9126000,663000,395000,165000,102000,0,253000
507230,Arkansas,3,3,HAMPTON SCHOOL DISTRICT,543,7417000,518000,244000,165000,107000,0,103000
507290,Arkansas,3,3,HARMONY GROVE SCHOOL DISTRICT,915,10798000,660000,386000,123000,132000,19000,150000
507320,Arkansas,3,3,HARMONY GROVE SCHOOL DISTRICT,1244,13192000,1044000,747000,150000,147000,0,450000
507350,Arkansas,3,3,HARRISBURG SCHOOL DISTRICT,1074,15443000,1389000,980000,262000,121000,5000,645000
507380,Arkansas,3,3,HARRISON SCHOOL DISTRICT,2774,34581000,2753000,2341000,263000,148000,1000,991000
507530,Arkansas,3,3,HAZEN SCHOOL DISTRICT,556,7305000,488000,365000,82000,31000,10000,178000
507560,Arkansas,3,3,HEBER SPRINGS SCHOOL DISTRICT,1620,17193000,1719000,1127000,380000,153000,59000,555000
507620,Arkansas,3,3,HECTOR SCHOOL DISTRICT,626,8228000,549000,501000,37000,0,10000,230000
507680,Arkansas,3,3,HELENA/ W.HELENA SCHOOL DIST.,1012,14785000,1219000,903000,91000,225000,0,430000
507710,Arkansas,3,3,HERMITAGE SCHOOL DISTRICT,442,6284000,263000,201000,16000,47000,0,64000
507770,Arkansas,3,3,HIGHLAND SCHOOL DISTRICT,1612,20731000,1507000,1310000,72000,65000,60000,703000
507840,Arkansas,3,3,HOPE SCHOOL DISTRICT,2263,32171000,1826000,1194000,350000,224000,57000,560000
507860,Arkansas,3,3,HORATIO SCHOOL DISTRICT,694,9465000,629000,337000,222000,71000,0,182000
507890,Arkansas,3,2,HOT SPRINGS SCHOOL DISTRICT,3690,54428000,4933000,3526000,914000,434000,60000,1955000
507920,Arkansas,3,3,JESSIEVILLE SCHOOL DISTRICT,846,10688000,699000,441000,129000,122000,7000,211000
507990,Arkansas,3,3,HOXIE SCHOOL DISTRICT,868,10553000,453000,316000,85000,44000,8000,201000
508040,Arkansas,3,2,WEST MEMPHIS SCHOOL DISTRICT,4954,64879000,3888000,2775000,449000,539000,125000,1171000
508130,Arkansas,3,3,HUNTSVILLE SCHOOL DISTRICT,2339,27078000,2126000,1524000,483000,115000,4000,810000
508240,Arkansas,3,3,JASPER SCHOOL DISTRICT,888,13334000,865000,738000,78000,44000,5000,252000
508280,Arkansas,3,3,JONESBORO SCHOOL DISTRICT,6709,84559000,6829000,5165000,956000,469000,239000,2925000
508340,Arkansas,3,3,JUNCTION CITY SCHOOL DISTRICT,702,7934000,590000,395000,60000,135000,0,219000
508400,Arkansas,3,3,RIVERVIEW SCHOOL DISTRICT,1144,14282000,960000,659000,201000,100000,0,389000
508490,Arkansas,3,3,KIRBY SCHOOL DISTRICT,448,4896000,389000,217000,111000,60000,0,140000
508610,Arkansas,3,3,LAKE HAMILTON SCHOOL DISTRICT,4131,50698000,4592000,2939000,1277000,301000,75000,1660000
508640,Arkansas,3,3,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),889,14575000,851000,510000,211000,130000,0,301000
508670,Arkansas,3,3,LAKESIDE SCHOOL DISTRICT,3466,39712000,2994000,2194000,639000,141000,19000,1330000
508700,Arkansas,3,3,LAMAR SCHOOL DISTRICT,1284,15970000,1228000,1013000,194000,0,22000,533000
508730,Arkansas,3,3,LAVACA SCHOOL DISTRICT,837,9534000,809000,630000,171000,7000,2000,303000
508940,Arkansas,3,2,LINCOLN SCHOOL DISTRICT,1122,15365000,1099000,1075000,0,16000,8000,579000
509000,Arkansas,3,3,LITTLE ROCK SCHOOL DISTRICT,21456,342416000,34331000,26287000,4233000,3442000,346000,15401000
509060,Arkansas,3,3,LONOKE SCHOOL DISTRICT,1603,18510000,1511000,1003000,261000,153000,86000,595000
509150,Arkansas,3,3,MAGAZINE SCHOOL DISTRICT,493,7304000,342000,312000,28000,2000,0,141000
509190,Arkansas,3,3,MAGNET COVE SCHOOL DIST.,725,9147000,750000,418000,292000,40000,0,225000
509240,Arkansas,3,3,MALVERN SCHOOL DISTRICT,1831,25279000,2244000,1254000,783000,197000,10000,699000
509270,Arkansas,3,3,MAMMOTH SPRING SCHOOL DISTRICT,508,6854000,261000,259000,0,1000,0,134000
509330,Arkansas,3,3,MANSFIELD SCHOOL DISTRICT,775,9451000,726000,544000,175000,7000,0,335000
509360,Arkansas,3,3,LEE COUNTY SCHOOL DISTRICT,631,13088000,592000,393000,144000,34000,21000,323000
509390,Arkansas,3,3,MARION SCHOOL DISTRICT,3902,46652000,4238000,2888000,735000,461000,154000,1594000
509420,Arkansas,3,3,MARKED TREE SCHOOL DISTRICT,530,7051000,619000,453000,146000,20000,0,259000
509480,Arkansas,3,3,SEARCY COUNTY SCHOOL DISTRICT,841,12157000,890000,704000,128000,38000,19000,364000
509510,Arkansas,3,3,MARVELL SCHOOL DISTRICT,331,6498000,142000,44000,65000,33000,0,10000
509540,Arkansas,3,3,MAYFLOWER SCHOOL DISTRICT,1045,10292000,845000,741000,97000,3000,4000,464000
509570,Arkansas,3,3,MAYNARD SCHOOL DISTRICT,583,6503000,450000,426000,24000,0,0,293000
509600,Arkansas,3,3,MCCRORY SCHOOL DISTRICT,574,6898000,568000,450000,30000,81000,7000,161000
509630,Arkansas,3,3,MCGEHEE SCHOOL DISTRICT,1098,14648000,1395000,1052000,113000,167000,64000,501000
509720,Arkansas,3,3,MELBOURNE SCHOOL DISTRICT,871,10520000,583000,490000,72000,21000,0,193000
509750,Arkansas,3,2,MENA SCHOOL DISTRICT,1745,22841000,1871000,1220000,546000,104000,0,583000
509780,Arkansas,3,3,MINERAL SPRINGS SCHOOL DIST.,375,8405000,432000,362000,38000,18000,14000,180000
509840,Arkansas,3,3,MONTICELLO SCHOOL DISTRICT,1671,21764000,1655000,1214000,375000,39000,27000,503000
509990,Arkansas,3,3,MOUNT IDA SCHOOL DISTRICT,447,6537000,478000,375000,94000,0,9000,161000
510080,Arkansas,3,3,MT. VERNON/ENOLA SCHOOL DIST.,558,6409000,409000,284000,58000,67000,0,132000
510170,Arkansas,3,3,MOUNTAIN PINE SCHOOL DISTRICT,641,9663000,1176000,753000,299000,115000,9000,372000
510200,Arkansas,3,3,MOUNTAIN VIEW SCHOOL DISTRICT,1613,21876000,1599000,1408000,101000,69000,20000,644000
510260,Arkansas,3,2,MOUNTAINBURG SCHOOL DISTRICT,660,8241000,772000,554000,116000,101000,0,307000
510290,Arkansas,3,3,MULBERRY SCHOOL DISTRICT,431,6421000,506000,355000,106000,41000,3000,170000
510320,Arkansas,3,3,SOUTH PIKE COUNTY SCHOOL DISTRICT,655,8695000,795000,552000,203000,39000,0,361000
510380,Arkansas,3,3,NASHVILLE SCHOOL DISTRICT,1931,22383000,1774000,1448000,153000,149000,25000,709000
510410,Arkansas,3,3,NEMO VISTA SCHOOL DISTRICT,538,6853000,572000,415000,157000,0,0,225000
510440,Arkansas,3,3,NETTLETON SCHOOL DISTRICT,3633,46305000,4350000,3675000,474000,201000,0,1844000
510560,Arkansas,3,3,NORFORK SCHOOL DISTRICT,470,6738000,491000,320000,142000,16000,14000,182000
510680,Arkansas,3,2,N. LITTLE ROCK SCHOOL DISTRICT,8200,105934000,9784000,6185000,2688000,910000,0,3376000
510920,Arkansas,3,3,OMAHA SCHOOL DISTRICT,400,5683000,336000,211000,76000,49000,0,87000
510950,Arkansas,3,3,OSCEOLA SCHOOL DISTRICT,983,18076000,964000,728000,39000,160000,37000,245000
510980,Arkansas,3,3,OUACHITA SCHOOL DISTRICT,550,5339000,355000,285000,52000,17000,0,207000
511010,Arkansas,3,3,OZARK SCHOOL DISTRICT,1777,20928000,1316000,1085000,77000,154000,0,496000
511070,Arkansas,3,3,PANGBURN SCHOOL DISTRICT,753,9670000,467000,432000,35000,1000,0,197000
511130,Arkansas,3,3,PARIS SCHOOL DISTRICT,1083,13948000,910000,717000,56000,119000,18000,393000
511220,Arkansas,3,3,PARKERS CHAPEL SCHOOL DIST.,846,8803000,497000,381000,116000,0,0,180000
511340,Arkansas,3,3,PERRYVILLE SCHOOL DISTRICT,904,10958000,831000,761000,50000,5000,15000,459000
511370,Arkansas,3,3,PIGGOTT SCHOOL DISTRICT,849,9253000,652000,617000,35000,0,0,370000
511610,Arkansas,3,3,POCAHONTAS SCHOOL DISTRICT,2004,20887000,2888000,2394000,317000,120000,56000,1178000
511700,Arkansas,3,3,POTTSVILLE SCHOOL DISTRICT,1856,19161000,1412000,1276000,116000,4000,16000,792000
511730,Arkansas,3,3,POYEN SCHOOL DISTRICT,508,5409000,492000,458000,32000,1000,0,261000
511760,Arkansas,3,2,PRAIRIE GROVE SCHOOL DISTRICT,2207,22045000,1241000,1114000,102000,18000,7000,642000
511820,Arkansas,3,3,PRESCOTT SCHOOL DISTRICT,938,11040000,537000,329000,191000,5000,0,171000
511850,Arkansas,3,2,PULASKI CO. SPEC. SCHOOL DIST.,12244,170609000,19225000,14520000,2829000,1876000,0,5332000
511880,Arkansas,3,3,QUITMAN SCHOOL DISTRICT,882,9271000,616000,455000,126000,0,35000,234000
511970,Arkansas,3,2,ROGERS SCHOOL DISTRICT,15964,183894000,16643000,12516000,2330000,1729000,68000,7541000
512000,Arkansas,3,3,ROSE BUD SCHOOL DISTRICT,752,9272000,610000,561000,48000,0,0,211000
512060,Arkansas,3,3,RUSSELLVILLE SCHOOL DISTRICT,5602,74204000,7209000,5383000,1095000,535000,197000,3471000
512090,Arkansas,3,3,SALEM SCHOOL DISTRICT,876,9620000,490000,353000,111000,24000,2000,246000
512180,Arkansas,3,3,SCRANTON SCHOOL DISTRICT,437,5210000,253000,227000,24000,3000,0,156000
512210,Arkansas,3,3,SEARCY SCHOOL DISTRICT,4003,42906000,3796000,3098000,481000,216000,0,1798000
512420,Arkansas,3,3,SHIRLEY SCHOOL DISTRICT,319,5108000,453000,357000,65000,23000,8000,186000
512450,Arkansas,3,2,SILOAM SPRINGS SCHOOL DISTRICT,4612,53056000,5561000,3797000,623000,928000,213000,2014000
512480,Arkansas,3,3,SLOAN-HENDRIX SCHOOL DIST.,805,8730000,510000,410000,66000,34000,0,208000
512510,Arkansas,3,3,SMACKOVER SCHOOL DISTRICT,1161,13807000,1024000,755000,137000,124000,9000,307000
512520,Arkansas,3,3,SO. CONWAY CO. SCHOOL DISTRICT,2459,29556000,2859000,1458000,1174000,200000,28000,910000
512540,Arkansas,3,2,SOUTHSIDE SCHOOL DISTRICT,2234,22449000,2201000,1486000,484000,231000,0,994000
512570,Arkansas,3,3,SOUTH SIDE SCHOOL DISTRICT,542,8372000,744000,561000,143000,26000,14000,264000
512630,Arkansas,3,3,SPRING HILL SCHOOL DISTRICT,621,6487000,460000,342000,112000,6000,0,218000
512660,Arkansas,3,2,SPRINGDALE SCHOOL DISTRICT,22745,276256000,21263000,15513000,2236000,2213000,1301000,9207000
512930,Arkansas,3,3,STRONG-HUTTIG SCHOOL DISTRICT,316,5619000,310000,183000,126000,0,0,93000
512960,Arkansas,3,3,STUTTGART SCHOOL DISTRICT,1593,18408000,1330000,976000,208000,133000,13000,565000
513080,Arkansas,3,3,GREENE CO. TECH SCHOOL DIST.,3652,41074000,5572000,4064000,800000,624000,84000,2017000
513110,Arkansas,3,3,TEXARKANA SCHOOL DISTRICT,3888,60376000,3639000,2962000,323000,284000,70000,1452000
513230,Arkansas,3,3,JACKSON CO. SCHOOL DISTRICT,937,10874000,542000,402000,138000,2000,0,232000
513350,Arkansas,3,3,VALLEY SPRINGS SCHOOL DISTRICT,852,9603000,765000,577000,187000,0,0,290000
513380,Arkansas,3,3,VALLEY VIEW SCHOOL DISTRICT,2994,31123000,3516000,2395000,914000,163000,44000,1317000
513410,Arkansas,3,2,VAN BUREN SCHOOL DISTRICT,5911,66883000,5866000,4904000,416000,409000,138000,2720000
513530,Arkansas,3,2,VILONIA SCHOOL DISTRICT,3053,31845000,3005000,1969000,760000,179000,97000,1063000
513560,Arkansas,3,3,VIOLA SCHOOL DISTRICT,387,5654000,334000,292000,30000,13000,0,137000
513680,Arkansas,3,2,WALDRON SCHOOL DISTRICT,1576,18335000,1294000,1064000,50000,148000,32000,600000
513930,Arkansas,3,3,WATSON CHAPEL SCHOOL DISTRICT,1796,26468000,1911000,1424000,296000,190000,0,683000
514010,Arkansas,3,3,WEST FORK SCHOOL DISTRICT,872,10380000,648000,615000,1000,6000,27000,336000
514020,Arkansas,3,3,WESTSIDE SCHOOL DISTRICT,629,8291000,627000,460000,150000,17000,0,278000
514040,Arkansas,3,3,WEST SIDE SCHOOL DISTRICT,506,7872000,575000,503000,72000,0,0,230000
514140,Arkansas,3,3,WHITE HALL SCHOOL DISTRICT,3028,31422000,2516000,1964000,327000,176000,49000,1176000
514370,Arkansas,3,3,WONDERVIEW SCHOOL DISTRICT,482,5488000,212000,196000,17000,0,0,75000
514400,Arkansas,3,3,WOODLAWN SCHOOL DISTRICT,573,6165000,367000,312000,21000,34000,0,196000
514430,Arkansas,3,3,WYNNE SCHOOL DISTRICT,2484,29273000,3346000,2393000,470000,456000,25000,1564000
514490,Arkansas,3,3,YELLVILLE-SUMMIT SCHOOL DIST.,1000,12115000,1080000,659000,246000,91000,83000,350000
600001,California,3,3,Acton-Agua Dulce Unified,1002,19594000,3201000,2133000,464000,200000,404000,701000
600006,California,1,3,Ross Valley Elementary,1714,28276000,5437000,3766000,891000,213000,566000,738000
600011,California,3,2,Fort Sage Unified,248,4727000,229000,229000,0,0,0,128000
600012,California,1,3,Twin Ridges Elementary,94,2709000,523000,411000,17000,0,14000,57000
600013,California,3,3,Rocklin Unified,11389,168660000,33110000,24476000,5509000,2605000,90000,9596000
600014,California,3,3,Hesperia Unified,22945,357290000,59233000,44538000,7604000,1612000,4471000,17331000
600015,California,3,3,Lucerne Valley Unified,1028,21737000,1818000,1081000,141000,322000,164000,397000
600016,California,3,3,Upland Unified,10058,169951000,29050000,23869000,1807000,1726000,1201000,9573000
600017,California,3,3,Apple Valley Unified,13581,172949000,33698000,31047000,831000,0,1818000,8395000
600018,California,3,3,Mountain Valley Unified,329,6143000,326000,326000,0,0,0,77000
600019,California,3,3,Dublin Unified,12525,190583000,27053000,17280000,5525000,2038000,2210000,7262000
600020,California,3,3,Pleasanton Unified,13837,224370000,44395000,33067000,5716000,3650000,1851000,9259000
600021,California,1,3,Sunol Glen Unified,268,4767000,357000,328000,0,29000,0,117000
600022,California,3,3,Mendota Unified,3920,65581000,3943000,3139000,804000,0,0,709000
600025,California,3,3,Manhattan Beach Unified,5870,106337000,26495000,19988000,4363000,233000,407000,5142000
600026,California,3,3,El Tejon Unified,686,13534000,1370000,919000,303000,0,149000,373000
600027,California,3,3,Lake Elsinore Unified,20788,334448000,57573000,43088000,9280000,2529000,2486000,14467000
600028,California,3,3,Temecula Valley Unified,26510,375908000,75165000,63329000,6161000,4537000,600000,23532000
600029,California,3,3,Murrieta Valley Unified,22274,335752000,69264000,54526000,8019000,3466000,3243000,23654000
600032,California,3,3,Redondo Beach Unified,9522,135634000,28258000,22012000,2383000,385000,1693000,6716000
600033,California,3,3,Dos Palos Oro Loma Joint Unified,2283,42461000,3412000,2241000,912000,259000,0,1077000
600034,California,3,2,Windsor Unified,4619,72192000,11825000,8580000,2969000,185000,0,3329000
600035,California,3,3,Farmersville Unified,2451,50707000,2557000,1864000,694000,0,0,694000
600036,California,3,2,Natomas Unified,14531,217447000,30981000,25824000,2910000,1944000,191000,8808000
600037,California,3,3,Ferndale Unified,469,7393000,642000,637000,0,0,5000,154000
600039,California,3,3,Delhi Unified,2392,45656000,3788000,2378000,1213000,184000,13000,1296000
600040,California,3,3,Riverdale Joint Unified,1469,27811000,1968000,1427000,486000,55000,0,608000
600042,California,3,3,Warner Unified,203,5835000,563000,563000,0,0,0,109000
600043,California,3,3,Scotts Valley Unified,2166,31119000,6023000,3985000,1239000,480000,319000,621000
600044,California,3,3,Healdsburg Unified,1229,30708000,4783000,3775000,811000,177000,20000,662000
600045,California,3,3,Orland Joint Unified,2262,33889000,2866000,2734000,132000,0,0,896000
600046,California,3,3,Gonzales Unified,2110,40764000,6157000,4569000,1108000,281000,198000,1402000
600047,California,3,2,Tracy Joint Unified,13889,234384000,28224000,17241000,5048000,1300000,4201000,3913000
600048,California,3,3,Paso Robles Joint Unified,6339,103421000,17824000,14212000,2023000,1096000,478000,4786000
600049,California,3,3,Coast Unified,488,14938000,1577000,976000,219000,0,347000,363000
600051,California,3,3,Gridley Unified,2035,33154000,3854000,2590000,867000,2000,293000,1134000
600052,California,3,3,Eureka City Schools,3580,57706000,7405000,5501000,1850000,53000,0,1762000
600060,California,3,3,Hughson Unified,2153,34566000,4421000,3711000,654000,55000,0,971000
600061,California,3,2,Riverbank Unified,2969,49375000,8067000,6909000,670000,487000,0,1067000
600062,California,3,2,Oakdale Joint Unified,5220,77024000,13355000,10273000,2769000,75000,236000,2839000
600063,California,3,3,Waterford Unified,1808,35270000,7227000,6461000,467000,270000,22000,1421000
600064,California,3,2,Porterville Unified,14208,269775000,12891000,9805000,2681000,304000,0,4480000
600065,California,3,3,Dinuba Unified,6471,104171000,6636000,5157000,1378000,100000,0,2013000
600067,California,3,3,Caruthers Unified,1567,29500000,1967000,1500000,367000,100000,0,633000
600068,California,3,3,Golden Valley Unified,2566,33763000,3668000,2373000,858000,157000,106000,1067000
600069,California,3,3,Valley Center-Pauma Unified,3790,60003000,9538000,7344000,1072000,4000,484000,3696000
600116,California,3,2,Chawanakee Unified,1432,24226000,2013000,1361000,479000,43000,131000,581000
600153,California,3,3,Alhambra Unified,14877,297764000,58449000,32460000,14540000,7798000,3186000,9682000
600158,California,3,3,Turlock Unified,13359,225891000,45484000,40905000,1737000,2835000,0,10924000
600159,California,3,3,Scott Valley Unified,622,12117000,404000,403000,0,0,0,170000
600160,California,3,3,Yosemite Unified,1385,22988000,2577000,2166000,160000,0,200000,696000
601325,California,3,3,Arena Union Elementary/Point Arena Joint Union High,355,10533000,1125000,1036000,78000,7000,0,157000
601327,California,3,3,Santa Cruz City Elementary/High,6106,109863000,21373000,15354000,4360000,1057000,560000,5067000
